Age,Sex,2020,2021,2022,2023,2024
0,Male,0.0012,0.0012,0.0012,0.0012,0.0012
1,Male,0.0012685532937122836,0.0012685532937122836,0.0012685532937122836,0.0012685532937122836,0.0012685532937122836
2,Male,0.0013410228824902364,0.0013410228824902364,0.0013410228824902364,0.0013410228824902364,0.0013410228824902364
3,Male,0.001417632495438775,0.001417632495438775,0.001417632495438775,0.001417632495438775,0.001417632495438775
4,Male,0.0014986186428020184,0.0014986186428020184,0.0014986186428020184,0.0014986186428020184,0.0014986186428020184
5,Male,0.0015842313461209442,0.0015842313461209442,0.0015842313461209442,0.0015842313461209442,0.0015842313461209442
6,Male,0.0016747349101033074,0.0016747349101033074,0.0016747349101033074,0.0016747349101033074,0.0016747349101033074
7,Male,0.0017704087385887466,0.0017704087385887466,0.0017704087385887466,0.0017704087385887466,0.0017704087385887466
8,Male,0.0018715481971281365,0.0018715481971281365,0.0018715481971281365,0.0018715481971281365,0.0018715481971281365
9,Male,0.0019784655248401535,0.0019784655248401535,0.0019784655248401535,0.0019784655248401535,0.0019784655248401535
10,Male,0.0020914907983601494,0.0020914907983601494,0.0020914907983601494,0.0020914907983601494,0.0020914907983601494
11,Male,0.002210972950857251,0.002210972950857251,0.002210972950857251,0.002210972950857251,0.002210972950857251
12,Male,0.0023372808492656107,0.0023372808492656107,0.0023372808492656107,0.0023372808492656107,0.0023372808492656107
13,Male,0.0024708044330554453,0.0024708044330554453,0.0024708044330554453,0.0024708044330554453,0.0024708044330554453
14,Male,0.002611955918059498,0.002611955918059498,0.002611955918059498,0.002611955918059498,0.002611955918059498
15,Male,0.00276117106907139,0.00276117106907139,0.00276117106907139,0.00276117106907139,0.00276117106907139
16,Male,0.002918910545144649,0.002918910545144649,0.002918910545144649,0.002918910545144649,0.002918910545144649
17,Male,0.0030856613217456353,0.0030856613217456353,0.0030856613217456353,0.0030856613217456353,0.0030856613217456353
18,Male,0.0032619381941508536,0.0032619381941508536,0.0032619381941508536,0.0032619381941508536,0.0032619381941508536
19,Male,0.0034482853667299708,0.0034482853667299708,0.0034482853667299708,0.0034482853667299708,0.0034482853667299708
20,Male,0.003645278133020979,0.003645278133020979,0.003645278133020979,0.003645278133020979,0.003645278133020979
21,Male,0.003853524651784273,0.003853524651784273,0.003853524651784273,0.003853524651784273,0.003853524651784273
22,Male,0.004073667824518684,0.004073667824518684,0.004073667824518684,0.004073667824518684,0.004073667824518684
23,Male,0.004306387280235774,0.004306387280235774,0.004306387280235774,0.004306387280235774,0.004306387280235774
24,Male,0.004552401473619813,0.004552401473619813,0.004552401473619813,0.004552401473619813,0.004552401473619813
25,Male,0.00481246990305089,0.00481246990305089,0.00481246990305089,0.00481246990305089,0.00481246990305089
26,Male,0.005087395455338701,0.005087395455338701,0.005087395455338701,0.005087395455338701,0.005087395455338701
27,Male,0.005378026884405677,0.005378026884405677,0.005378026884405677,0.005378026884405677,0.005378026884405677
28,Male,0.005685261431571695,0.005685261431571695,0.005685261431571695,0.005685261431571695,0.005685261431571695
29,Male,0.006010047595529739,0.006010047595529739,0.006010047595529739,0.006010047595529739,0.006010047595529739
30,Male,0.006353388060564035,0.006353388060564035,0.006353388060564035,0.006353388060564035,0.006353388060564035
31,Male,0.006716342792050672,0.006716342792050672,0.006716342792050672,0.006716342792050672,0.006716342792050672
32,Male,0.0071000323087971945,0.0071000323087971945,0.0071000323087971945,0.0071000323087971945,0.0071000323087971945
33,Male,0.007505641142323593,0.007505641142323593,0.007505641142323593,0.007505641142323593,0.007505641142323593
34,Male,0.007934421493764186,0.007934421493764186,0.007934421493764186,0.007934421493764186,0.007934421493764186
35,Male,0.00838769709968008,0.00838769709968008,0.00838769709968008,0.00838769709968008,0.00838769709968008
36,Male,0.00886686731871678,0.00886686731871678,0.00886686731871678,0.00886686731871678,0.00886686731871678
37,Male,0.009373411451723311,0.009373411451723311,0.009373411451723311,0.009373411451723311,0.009373411451723311
38,Male,0.009908893308670043,0.009908893308670043,0.009908893308670043,0.009908893308670043,0.009908893308670043
39,Male,0.010474966036464155,0.010474966036464155,0.010474966036464155,0.010474966036464155,0.010474966036464155
40,Male,0.011073377222567429,0.011073377222567429,0.011073377222567429,0.011073377222567429,0.011073377222567429
41,Male,0.011705974290172077,0.011705974290172077,0.011705974290172077,0.011705974290172077,0.011705974290172077
42,Male,0.012374710201590918,0.012374710201590918,0.012374710201590918,0.012374710201590918,0.012374710201590918
43,Male,0.013081649487469297,0.013081649487469297,0.013081649487469297,0.013081649487469297,0.013081649487469297
44,Male,0.013828974620432324,0.013828974620432324,0.013828974620432324,0.013828974620432324,0.013828974620432324
45,Male,0.014618992752844166,0.014618992752844166,0.014618992752844166,0.014618992752844166,0.014618992752844166
46,Male,0.015454142839480392,0.015454142839480392,0.015454142839480392,0.015454142839480392,0.015454142839480392
47,Male,0.016337003167102467,0.016337003167102467,0.016337003167102467,0.016337003167102467,0.016337003167102467
48,Male,0.01727029931417987,0.01727029931417987,0.01727029931417987,0.01727029931417987,0.01727029931417987
49,Male,0.01825691256533323,0.01825691256533323,0.01825691256533323,0.01825691256533323,0.01825691256533323
50,Male,0.019299888806475533,0.019299888806475533,0.019299888806475533,0.019299888806475533,0.019299888806475533
51,Male,0.02040244792811282,0.02040244792811282,0.02040244792811282,0.02040244792811282,0.02040244792811282
52,Male,0.02156799376583406,0.02156799376583406,0.02156799376583406,0.02156799376583406,0.02156799376583406
53,Male,0.022800124608679005,0.022800124608679005,0.022800124608679005,0.022800124608679005,0.022800124608679005
54,Male,0.0241026443078252,0.0241026443078252,0.0241026443078252,0.0241026443078252,0.0241026443078252
55,Male,0.0254795740198894,0.0254795740198894,0.0254795740198894,0.0254795740198894,0.0254795740198894
56,Male,0.026935164621097196,0.026935164621097196,0.026935164621097196,0.026935164621097196,0.026935164621097196
57,Male,0.028473909830646186,0.028473909830646186,0.028473909830646186,0.028473909830646186,0.028473909830646186
58,Male,0.030100560083777334,0.030100560083777334,0.030100560083777334,0.030100560083777334,0.030100560083777334
59,Male,0.031820137197383525,0.031820137197383525,0.031820137197383525,0.031820137197383525,0.031820137197383525
60,Male,0.03363794987343136,0.03363794987343136,0.03363794987343136,0.03363794987343136,0.03363794987343136
61,Male,0.03555961008805837,0.03555961008805837,0.03555961008805837,0.03555961008805837,0.03555961008805837
62,Male,0.03759105041694251,0.03759105041694251,0.03759105041694251,0.03759105041694251,0.03759105041694251
63,Male,0.03973854235043077,0.03973854235043077,0.03973854235043077,0.03973854235043077,0.03973854235043077
64,Male,0.04200871565497002,0.04200871565497002,0.04200871565497002,0.04200871565497002,0.04200871565497002
65,Male,0.04440857884061251,0.04440857884061251,0.04440857884061251,0.04440857884061251,0.04440857884061251
66,Male,0.04694554079778385,0.04694554079778385,0.04694554079778385,0.04694554079778385,0.04694554079778385
67,Male,0.04962743367011093,0.04962743367011093,0.04962743367011093,0.04962743367011093,0.04962743367011093
68,Male,0.05246253703392258,0.05246253703392258,0.05246253703392258,0.05246253703392258,0.05246253703392258
69,Male,0.05545960345907097,0.05545960345907097,0.05545960345907097,0.05545960345907097,0.05545960345907097
70,Male,0.05862788552998469,0.05862788552998469,0.05862788552998469,0.05862788552998469,0.05862788552998469
71,Male,0.061977164410374035,0.061977164410374035,0.061977164410374035,0.061977164410374035,0.061977164410374035
72,Male,0.06551778003977307,0.06551778003977307,0.06551778003977307,0.06551778003977307,0.06551778003977307
73,Male,0.06926066305514254,0.06926066305514254,0.06926066305514254,0.06926066305514254,0.06926066305514254
